Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,22.3871,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hndl
GJH,STRATS Trust,9.65,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjh
GJS,STRATS Trust,19.51,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjs
GJO,STRATS Trust,22.66,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjo
STRT,Strattec Security Corporation,31.86,$119.1M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/strt
STRS,Stratus Properties Inc.,24.76,$202.15M,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/strs
STRM,"Streamline Health Solutions, Inc.",0.8906,$17.93M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/strm
SBBP,Strongbridge Biopharma plc,4.54,$238.02M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbbp
SYK,Stryker Corporation,157.06,$58.77B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/syk
MSC,Studio City International Holdings Limited,16.72,$1.24B,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/msc
RGR,"Sturm, Ruger & Company, Inc.",52.87,$923.01M,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",20.2,$1.25B,1996,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sph
SMFG,Sumitomo Mitsui Financial Group Inc,6.97,$48.77B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/smfg
SUMR,"Summer Infant, Inc.",1.1,$20.68M,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sumr
SMMF,"Summit Financial Group, Inc.",20.12,$250.98M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smmf
INN,"Summit Hotel Properties, Inc.",10,$1.05B,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/inn
INN^D,"Summit Hotel Properties, Inc.",22.0962,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/inn^d
INN^E,"Summit Hotel Properties, Inc.",21.27,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/inn^e
SUM,"Summit Materials, Inc.",13.9,$1.55B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",11.83,$867.81M,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/smlp
SSBI,Summit State Bank,12.1,$73.4M,2006,n/a,n/a,https://www.nasdaq.com/symbol/ssbi
SMMT,Summit Therapeutics plc,1.41,$23.2M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/smmt
WISA,"Summit Wireless Technologies, Inc.",3.63,$55.78M,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/wisa
SUI,"Sun Communities, Inc.",99.41,$8.59B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sui
SNHY,Sun Hydraulics Corporation,34.25,$1.09B,1997,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/snhy
SLF,Sun Life Financial Inc.,33.7,$20.33B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/slf
SXCP,"SunCoke Energy Partners, L.P.",11.51,$532.07M,2013,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sxcp
SXC,"SunCoke Energy, Inc.",8.82,$571.08M,2011,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sxc
SU,Suncor Energy  Inc.,29.32,$46.76B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/su
SNDE,Sundance Energy Australia Limited,2.7,$18.54M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snde
SNSS,"Sunesis Pharmaceuticals, Inc.",0.4396,$16.45M,2005,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snss
STG,Sunlands Online Education Group,3.55,$613.27M,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/stg
SSY,"SunLink Health Systems, Inc.",1.13,$7.96M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ssy
SUN,Sunoco LP,27.56,$2.27B,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sun
STKL,"SunOpta, Inc.",4.13,$360.09M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/stkl
SPWR,SunPower Corporation,5.32,$750.57M,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/spwr
RUN,Sunrun Inc.,10.38,$1.16B,2015,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/run
SHO,"Sunstone Hotel Investors, Inc.",13.31,$3.04B,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",25.47,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",24.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sho^f
STI,"SunTrust Banks, Inc.",53.74,$24.14B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sti
STI^A,"SunTrust Banks, Inc.",22.23,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sti^a
SUNW,"Sunworks, Inc.",0.3495,$9.12M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/sunw
SPCB,"SuperCom, Ltd.",1.49,$22.29M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/spcb
SCON,Superconductor Technologies Inc.,1.35,$4.42M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/scon
SDPI,"Superior Drilling Products, Inc.",1.3,$31.92M,2014,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/sdpi
SPN,"Superior Energy Services, Inc.",3.74,$577.94M,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/spn
SGC,"Superior Group of Companies, Inc.",18.68,$285.3M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sgc
SUP,"Superior Industries International, Inc.",5.09,$127.35M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sup
SUPN,"Supernus Pharmaceuticals, Inc.",34.34,$1.79B,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/supn
SPRT,"support.com, Inc.",2.48,$46.91M,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/sprt
SURF,"Surface Oncology, Inc.",5.13,$142.01M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/surf
SGRY,"Surgery Partners, Inc.",11,$537.81M,2015,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sgry
SRDX,"Surmodics, Inc.",46.93,$632.8M,1998,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srdx
STRO,"Sutro Biopharma, Inc.",11.21,$256.13M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/stro
SUZ,Suzano Papel e Celulose S.A.,20.14,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/suz
SIVB,SVB Financial Group,200.41,$10.67B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sivb
SVMK,SVMK Inc.,12.66,$1.58B,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/svmk
SWZ,"Swiss Helvetia Fund, Inc. (The)",7.08,$93.93M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/swz
SWCH,"Switch, Inc.",7.23,$1.78B,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/swch
SYKE,"Sykes Enterprises, Incorporated",25.68,$1.1B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/syke
SYMC,Symantec Corporation,19.36,$12.37B,1989,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/symc
SYNC,"Synacor, Inc.",1.57,$61.23M,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sync
SYNL,Synalloy Corporation,15.46,$137.15M,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/synl
SYNA,Synaptics Incorporated,36.01,$1.25B,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/syna
SNCR,"Synchronoss Technologies, Inc.",6.25,$265.46M,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/sncr
SYF,Synchrony Financial,25.24,$18.14B,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/syf
SNDX,"Syndax Pharmaceuticals, Inc.",4.94,$122.69M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sndx
SYNH,"Syneos Health, Inc.",40.03,$4.13B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/synh
SGYP,"Synergy Pharmaceuticals, Inc.",0.3,$74.41M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sgyp
SYBX,"Synlogic, Inc.",8.1,$206.13M,2015,n/a,n/a,https://www.nasdaq.com/symbol/sybx
SNX,Synnex Corporation,81.91,$4.19B,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/snx
SNPS,"Synopsys, Inc.",83.9,$12.54B,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/snps
SNV,Synovus Financial Corp.,33.03,$3.84B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/snv
SNV^D,Synovus Financial Corp.,24.42,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/snv^d
SES,"Synthesis Energy Systems, Inc.",0.9,$9.92M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ses
SYN,"Synthetic Biologics, Inc",0.6363,$8.58M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/syn
GJP,"Synthetic Fixed-Income Securities, Inc.",21.51,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjp
GJR,"Synthetic Fixed-Income Securities, Inc.",22.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjr
GJT,"Synthetic Fixed-Income Securities, Inc.",20.3,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjt
GJV,"Synthetic Fixed-Income Securities, Inc.",25.4,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjv
THOR,"Synthorx, Inc.",15.78,$477.03M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/thor
SYPR,"Sypris Solutions, Inc.",0.97,$20.76M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sypr
SYRS,"Syros Pharmaceuticals, Inc.",6.23,$209.67M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/syrs
SYY,Sysco Corporation,61.85,$32.15B,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/syy
SYX,Systemax Inc.,23.14,$862.2M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/syx
TROW,"T. Rowe Price Group, Inc.",91.98,$22.14B,1986,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/trow
TTOO,"T2 Biosystems, Inc.",3.61,$158.98M,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ttoo
DATA,"Tableau Software, Inc.",124.83,$10.43B,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/data
TRHC,"Tabula Rasa HealthCare, Inc.",61.27,$1.25B,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/trhc
TCMD,"Tactile Systems Technology, Inc.",46.05,$850.66M,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tcmd
TAHO,"Tahoe Resources, Inc.",3.72,$1.17B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/taho
TLRD,"Tailored Brands, Inc.",13.95,$698.84M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlrd
TAIT,Taitron Components Incorporated,1.88,$10.58M,1995,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tait
TWN,"Taiwan Fund, Inc. (The)",15.04,$122.01M,1986,n/a,n/a,https://www.nasdaq.com/symbol/twn
TLC,"Taiwan Liposome Company, Ltd.",5.95,$190.56M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlc
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,34.97,$181.36B,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsm
TAK,Takeda Pharmaceutical Company Limited,17.79,$27.8B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tak
TTWO,"Take-Two Interactive Software, Inc.",101.7,$11.58B,1997,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ttwo
TKAT,"Takung Art Co., Ltd.",0.711,$7.98M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/tkat
TAL,TAL Education Group,26.52,$15.03B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tal
TLND,Talend S.A.,38.28,$1.15B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tlnd
TGE,"Tallgrass Energy, LP",23.93,$6.71B,2015,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tge
TALO.WS,"Talos Energy, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/talo.ws
TALO,"Talos Energy, Inc.",18.6,$1.01B,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/talo
TNDM,"Tandem Diabetes Care, Inc.",34.71,$1.99B,2013,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tndm
TLF,"Tandy Leather Factory, Inc.",5.99,$54.83M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tlf
SKT,"Tanger Factory Outlet Centers, Inc.",20.95,$1.97B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/skt
TANH,Tantech Holdings Ltd.,1.78,$51.09M,2015,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tanh
TRX,Tanzanian Royalty Exploration Corporation,0.35,$43.81M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/trx
TAOP,Taoping Inc.,1.29,$52.58M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/taop
TPR,"Tapestry, Inc.",34.27,$9.93B,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tpr
TEDU,"Tarena International, Inc.",6.48,$346.43M,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tedu
NGLS^A,Targa Resources Partners LP,26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ngls^a
TRGP,"Targa Resources, Inc.",39.4,$9.03B,2010,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trgp
TGT,Target Corporation,66.43,$34.67B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tgt
TARO,Taro Pharmaceutical Industries Ltd.,87.41,$3.41B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/taro
TGB,Taseko Mines Limited,0.5491,$125.41M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/tgb
TATT,TAT Technologies Ltd.,6.1,$54.14M,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/tatt
TTM,Tata Motors Ltd,12.54,$8.52B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/ttm
TCO,"Taubman Centers, Inc.",46.07,$2.81B,1992,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tco
TCO^J,"Taubman Centers, Inc.",24.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tco^j
TCO^K,"Taubman Centers, Inc.",23.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tco^k
TAYD,"Taylor Devices, Inc.",11.825,$41M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tayd
TMHC,Taylor Morrison Home Corporation,17.39,$2.06B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tmhc
TCP,"TC PipeLines, LP",33.87,$2.48B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tcp
TCF,TCF Financial Corporation,20.49,$3.42B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcf
TCF^D,TCF Financial Corporation,23.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tcf^d
CGBD,"TCG BDC, Inc.",13.65,$854.06M,2017,n/a,n/a,https://www.nasdaq.com/symbol/cgbd
TSI,"TCW Strategic Income Fund, Inc.",5.32,$253.69M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tsi
AMTD,TD Ameritrade Holding Corporation,50.07,$28.1B,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/amtd
PETZ,"TDH Holdings, Inc.",0.637,$6M,2017,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/petz
TEL,TE Connectivity Ltd.,74.33,$25.5B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tel
TISI,"Team, Inc.",15.2,$457.11M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tisi
TECD,Tech Data Corporation,83.79,$3.13B,1986,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/tecd
TCCO,Technical Communications Corporation,2.7899,$5.16M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/tcco
FTI,TechnipFMC plc,20.88,$9.42B,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fti
TTGT,"TechTarget, Inc.",12.25,$343.02M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ttgt
TECK,Teck Resources Ltd,21,$11.91B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/teck
TGLS,Tecnoglass Inc.,8.01,$300.65M,2012,Consumer Durables,Electronic Components,https://www.nasdaq.com/symbol/tgls
TGEN,Tecogen Inc.,3.65,$90.59M,2014,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tgen
TK,Teekay Corporation,3.71,$372.61M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tk
TGP,Teekay LNG Partners L.P.,12.23,$974.58M,2005,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tgp
TGP^A,Teekay LNG Partners L.P.,23.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tgp^a
TGP^B,Teekay LNG Partners L.P.,22.55,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tgp^b
TOO,Teekay Offshore Partners L.P.,1.32,$541.6M,2006,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/too
TOO^A,Teekay Offshore Partners L.P.,17.99,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^a
TOO^B,Teekay Offshore Partners L.P.,20.1999,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^b
TOO^E,Teekay Offshore Partners L.P.,20.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^e
TNK,Teekay Tankers Ltd.,1.05,$282.03M,2007,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tnk
GCI,TEGNA Inc.,9.23,$1.04B,2015,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/gci
TGNA,TEGNA Inc.,11.04,$2.38B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tgna
TRC,Tejon Ranch Co,17.15,$445.35M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/trc
HQH,Tekla Healthcare Investors,19.15,$801.33M,1987,n/a,n/a,https://www.nasdaq.com/symbol/hqh
THQ,Tekla Healthcare Opportunies Fund,16.46,$684.84M,2014,n/a,n/a,https://www.nasdaq.com/symbol/thq
HQL,Tekla Life Sciences Investors,16.18,$362.53M,1992,n/a,n/a,https://www.nasdaq.com/symbol/hql
THW,Tekla World Healthcare Fund,11.84,$359.94M,2015,n/a,n/a,https://www.nasdaq.com/symbol/thw
TDOC,"Teladoc Health, Inc.",49.44,$3.47B,2015,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/tdoc
TLRA,"Telaria, Inc.",2.93,$124.58M,2013,Technology,Advertising,https://www.nasdaq.com/symbol/tlra
TEO,Telecom Argentina Stet - France Telecom S.A.,15.19,$6.54B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/teo
TI.A,Telecom Italia S.P.A.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ti.a
TI,Telecom Italia S.P.A.,5.64,$11.88B,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ti
TDY,Teledyne Technologies Incorporated,205.81,$7.43B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tdy
TFX,Teleflex Incorporated,251.14,$11.55B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tfx
VIV,Telefonica Brasil S.A.,12.76,$21.55B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/viv
TEF,Telefonica SA,8.77,$45.53B,1988,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tef
TNAV,"Telenav, Inc.",4.38,$198.24M,2010,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnav
TDA,"Telephone and Data Systems, Inc.",20.42,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tda
TDE,"Telephone and Data Systems, Inc.",24.3,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tde
TDI,"Telephone and Data Systems, Inc.",24.01,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tdi
TDJ,"Telephone and Data Systems, Inc.",23.75,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tdj
TDS,"Telephone and Data Systems, Inc.",34.91,$3.94B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tds
TLGT,"Teligent, Inc.",1.42,$76.36M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlgt
TIK,Tel-Instrument Electronics Corp.,4.8,$15.63M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/tik
TELL,Tellurian Inc.,7.4,$1.78B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tell
TU,TELUS Corporation,33.38,$19.97B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tu
TDF,"Templeton Dragon Fund, Inc.",16.89,$574.96M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdf
EMF,Templeton Emerging Markets Fund,13.45,$228.49M,1987,n/a,n/a,https://www.nasdaq.com/symbol/emf
TEI,"Templeton Emerging Markets Income Fund, Inc.",9.71,$466.06M,1993,n/a,n/a,https://www.nasdaq.com/symbol/tei
